policy_id,account_id,producer_id,policy_number,product_code,policy_status,effective_date,expiration_date,cancellation_date,cancellation_reason,updated_timestamp
1022,1022,1022,POL101022,WORKCOMP,EXPIRED,2023-11-19,2024-11-18,,,2024-11-18 10:00:00
1023,1023,1023,POL101023,AUTO,CANCELLED,2023-11-20,2024-11-19,2024-05-18,Underwriting Decision,2024-11-19 10:00:00
1024,1024,1024,POL101024,HOME,ACTIVE,2023-11-21,2024-11-20,,,2024-11-20 10:00:00
1025,1025,1025,POL101025,COMM,EXPIRED,2023-11-22,2024-11-21,,,2024-11-21 10:00:00
1026,1026,1026,POL101026,FIRE,CANCELLED,2023-11-23,2024-11-22,2024-05-21,Customer Request,2024-11-22 10:00:00
1027,1027,1027,POL101027,MARINE,ACTIVE,2023-11-24,2024-11-23,,,2024-11-23 10:00:00
1028,1028,1028,POL101028,LIABILITY,EXPIRED,2023-11-25,2024-11-24,,,2024-11-24 10:00:00
1029,1029,1029,POL101029,WORKCOMP,CANCELLED,2023-11-26,2024-11-25,2024-05-24,Non-payment,2024-11-25 10:00:00
1030,1030,1030,POL101030,AUTO,ACTIVE,2023-11-27,2024-11-26,,,2024-11-26 10:00:00
1031,1031,1031,POL101031,HOME,EXPIRED,2023-11-28,2024-11-27,,,2024-11-27 10:00:00
1032,1032,1032,POL101032,COMM,CANCELLED,2023-11-29,2024-11-28,2024-05-27,Non-payment,2024-11-28 10:00:00
1033,1033,1033,POL101033,FIRE,ACTIVE,2023-11-30,2024-11-29,,,2024-11-29 10:00:00
1034,1034,1034,POL101034,MARINE,EXPIRED,2023-12-01,2024-11-30,,,2024-11-30 10:00:00
1035,1035,1035,POL101035,LIABILITY,CANCELLED,2023-12-02,2024-12-01,2024-05-30,Underwriting Decision,2024-12-01 10:00:00
1036,1036,1036,POL101036,WORKCOMP,ACTIVE,2023-12-03,2024-12-02,,,2024-12-02 10:00:00
1037,1037,1037,POL101037,AUTO,EXPIRED,2023-12-04,2024-12-03,,,2024-12-03 10:00:00
1038,1038,1038,POL101038,HOME,CANCELLED,2023-12-05,2024-12-04,2024-06-02,Customer Request,2024-12-04 10:00:00
1039,1039,1039,POL101039,COMM,ACTIVE,2023-12-06,2024-12-05,,,2024-12-05 10:00:00
1040,1040,1040,POL101040,FIRE,EXPIRED,2023-12-07,2024-12-06,,,2024-12-06 10:00:00
1041,1041,1041,POL101041,MARINE,CANCELLED,2023-12-08,2024-12-07,2024-06-05,Underwriting Decision,2024-12-07 10:00:00
1042,1042,1042,POL101042,LIABILITY,ACTIVE,2023-12-09,2024-12-08,,,2024-12-08 10:00:00
1043,1043,1043,POL101043,WORKCOMP,EXPIRED,2023-12-10,2024-12-09,,,2024-12-09 10:00:00
1044,1044,1044,POL101044,AUTO,CANCELLED,2023-12-11,2024-12-10,2024-06-08,Underwriting Decision,2024-12-10 10:00:00
1045,1045,1045,POL101045,HOME,ACTIVE,2023-12-12,2024-12-11,,,2024-12-11 10:00:00
1046,1046,1046,POL101046,COMM,EXPIRED,2023-12-13,2024-12-12,,,2024-12-12 10:00:00
1047,1047,1047,POL101047,FIRE,CANCELLED,2023-12-14,2024-12-13,2024-06-11,Non-payment,2024-12-13 10:00:00
1048,1048,1048,POL101048,MARINE,ACTIVE,2023-12-15,2024-12-14,,,2024-12-14 10:00:00
1049,1049,1049,POL101049,LIABILITY,EXPIRED,2023-12-16,2024-12-15,,,2024-12-15 10:00:00
1050,1050,1050,POL101050,WORKCOMP,CANCELLED,2023-12-17,2024-12-16,2024-06-14,Non-payment,2024-12-16 10:00:00
1051,1051,1051,POL101051,AUTO,ACTIVE,2023-12-18,2024-12-17,,,2024-12-17 10:00:00
1052,1052,1052,POL101052,HOME,EXPIRED,2023-12-19,2024-12-18,,,2024-12-18 10:00:00
1053,1053,1053,POL101053,COMM,CANCELLED,2023-12-20,2024-12-19,2024-06-17,Underwriting Decision,2024-12-19 10:00:00
1054,1054,1054,POL101054,FIRE,ACTIVE,2023-12-21,2024-12-20,,,2024-12-20 10:00:00
1055,1055,1055,POL101055,MARINE,EXPIRED,2023-12-22,2024-12-21,,,2024-12-21 10:00:00
1056,1056,1056,POL101056,LIABILITY,CANCELLED,2023-12-23,2024-12-22,2024-06-20,Non-payment,2024-12-22 10:00:00
1057,1057,1057,POL101057,WORKCOMP,ACTIVE,2023-12-24,2024-12-23,,,2024-12-23 10:00:00
1058,1058,1058,POL101058,AUTO,EXPIRED,2023-12-25,2024-12-24,,,2024-12-24 10:00:00
1059,1059,1059,POL101059,HOME,CANCELLED,2023-12-26,2024-12-25,2024-06-23,Non-payment,2024-12-25 10:00:00
1060,1060,1060,POL101060,COMM,ACTIVE,2023-12-27,2024-12-26,,,2024-12-26 10:00:00
1061,1061,1061,POL101061,FIRE,EXPIRED,2023-12-28,2024-12-27,,,2024-12-27 10:00:00
1062,1062,1062,POL101062,MARINE,CANCELLED,2023-12-29,2024-12-28,2024-06-26,Non-payment,2024-12-28 10:00:00
1063,1063,1063,POL101063,LIABILITY,ACTIVE,2023-12-30,2024-12-29,,,2024-12-29 10:00:00
1064,1064,1064,POL101064,WORKCOMP,EXPIRED,2023-12-31,2024-12-30,,,2024-12-30 10:00:00
1065,1065,1065,POL101065,AUTO,CANCELLED,2024-01-01,2024-12-31,2024-06-29,Underwriting Decision,2024-12-31 10:00:00
1066,1066,1066,POL101066,HOME,ACTIVE,2024-01-02,2025-01-01,,,2025-01-01 10:00:00
1067,1067,1067,POL101067,COMM,EXPIRED,2024-01-03,2025-01-02,,,2025-01-02 10:00:00
1068,1068,1068,POL101068,FIRE,CANCELLED,2024-01-04,2025-01-03,2024-07-02,Non-payment,2025-01-03 10:00:00
1069,1069,1069,POL101069,MARINE,ACTIVE,2024-01-05,2025-01-04,,,2025-01-04 10:00:00
1070,1070,1070,POL101070,LIABILITY,EXPIRED,2024-01-06,2025-01-05,,,2025-01-05 10:00:00
1071,1071,1071,POL101071,WORKCOMP,CANCELLED,2024-01-07,2025-01-06,2024-07-05,Underwriting Decision,2025-01-06 10:00:00
1072,1072,1072,POL101072,AUTO,ACTIVE,2024-01-08,2025-01-07,,,2025-01-07 10:00:00
1073,1073,1073,POL101073,HOME,EXPIRED,2024-01-09,2025-01-08,,,2025-01-08 10:00:00
1074,1074,1074,POL101074,COMM,CANCELLED,2024-01-10,2025-01-09,2024-07-08,Non-payment,2025-01-09 10:00:00
1075,1075,1075,POL101075,FIRE,ACTIVE,2024-01-11,2025-01-10,,,2025-01-10 10:00:00
1076,1076,1076,POL101076,MARINE,EXPIRED,2024-01-12,2025-01-11,,,2025-01-11 10:00:00
1077,1077,1077,POL101077,LIABILITY,CANCELLED,2024-01-13,2025-01-12,2024-07-11,Customer Request,2025-01-12 10:00:00
1078,1078,1078,POL101078,WORKCOMP,ACTIVE,2024-01-14,2025-01-13,,,2025-01-13 10:00:00
1079,1079,1079,POL101079,AUTO,EXPIRED,2024-01-15,2025-01-14,,,2025-01-14 10:00:00
1080,1080,1080,POL101080,HOME,CANCELLED,2024-01-16,2025-01-15,2024-07-14,Non-payment,2025-01-15 10:00:00
1081,1081,1081,POL101081,COMM,ACTIVE,2024-01-17,2025-01-16,,,2025-01-16 10:00:00
1082,1082,1082,POL101082,FIRE,EXPIRED,2024-01-18,2025-01-17,,,2025-01-17 10:00:00
1083,1083,1083,POL101083,MARINE,CANCELLED,2024-01-19,2025-01-18,2024-07-17,Underwriting Decision,2025-01-18 10:00:00
1084,1084,1084,POL101084,LIABILITY,ACTIVE,2024-01-20,2025-01-19,,,2025-01-19 10:00:00
1085,1085,1085,POL101085,WORKCOMP,EXPIRED,2024-01-21,2025-01-20,,,2025-01-20 10:00:00
1086,1086,1086,POL101086,AUTO,CANCELLED,2024-01-22,2025-01-21,2024-07-20,Non-payment,2025-01-21 10:00:00
1087,1087,1087,POL101087,HOME,ACTIVE,2024-01-23,2025-01-22,,,2025-01-22 10:00:00
1088,1088,1088,POL101088,COMM,EXPIRED,2024-01-24,2025-01-23,,,2025-01-23 10:00:00
1089,1089,1089,POL101089,FIRE,CANCELLED,2024-01-25,2025-01-24,2024-07-23,Underwriting Decision,2025-01-24 10:00:00
1090,1090,1090,POL101090,MARINE,ACTIVE,2024-01-26,2025-01-25,,,2025-01-25 10:00:00
1091,1091,1091,POL101091,LIABILITY,EXPIRED,2024-01-27,2025-01-26,,,2025-01-26 10:00:00
1092,1092,1092,POL101092,WORKCOMP,CANCELLED,2024-01-28,2025-01-27,2024-07-26,Underwriting Decision,2025-01-27 10:00:00
1093,1093,1093,POL101093,AUTO,ACTIVE,2024-01-29,2025-01-28,,,2025-01-28 10:00:00
1094,1094,1094,POL101094,HOME,EXPIRED,2024-01-30,2025-01-29,,,2025-01-29 10:00:00
1095,1095,1095,POL101095,COMM,CANCELLED,2024-01-31,2025-01-30,2024-07-29,Non-payment,2025-01-30 10:00:00
1096,1096,1096,POL101096,FIRE,ACTIVE,2024-02-01,2025-01-31,,,2025-01-31 10:00:00
1097,1097,1097,POL101097,MARINE,EXPIRED,2024-02-02,2025-02-01,,,2025-02-01 10:00:00
1098,1098,1098,POL101098,LIABILITY,CANCELLED,2024-02-03,2025-02-02,2024-08-01,Underwriting Decision,2025-02-02 10:00:00
1099,1099,1099,POL101099,WORKCOMP,ACTIVE,2024-02-04,2025-02-03,,,2025-02-03 10:00:00
1100,1100,1100,POL101100,AUTO,EXPIRED,2024-02-05,2025-02-04,,,2025-02-04 10:00:00
1101,1101,1101,POL101101,HOME,CANCELLED,2024-02-06,2025-02-05,2024-08-04,Non-payment,2025-02-05 10:00:00
1102,1102,1102,POL101102,COMM,ACTIVE,2024-02-07,2025-02-06,,,2025-02-06 10:00:00
1103,1103,1103,POL101103,FIRE,EXPIRED,2024-02-08,2025-02-07,,,2025-02-07 10:00:00
1104,1104,1104,POL101104,MARINE,CANCELLED,2024-02-09,2025-02-08,2024-08-07,Customer Request,2025-02-08 10:00:00
1105,1105,1105,POL101105,LIABILITY,ACTIVE,2024-02-10,2025-02-09,,,2025-02-09 10:00:00
1106,1106,1106,POL101106,WORKCOMP,EXPIRED,2024-02-11,2025-02-10,,,2025-02-10 10:00:00
1107,1107,1107,POL101107,AUTO,CANCELLED,2024-02-12,2025-02-11,2024-08-10,Underwriting Decision,2025-02-11 10:00:00
1108,1108,1108,POL101108,HOME,ACTIVE,2024-02-13,2025-02-12,,,2025-02-12 10:00:00
1109,1109,1109,POL101109,COMM,EXPIRED,2024-02-14,2025-02-13,,,2025-02-13 10:00:00
1110,1110,1110,POL101110,FIRE,CANCELLED,2024-02-15,2025-02-14,2024-08-13,Underwriting Decision,2025-02-14 10:00:00
1111,1111,1111,POL101111,MARINE,ACTIVE,2024-02-16,2025-02-15,,,2025-02-15 10:00:00
1112,1112,1112,POL101112,LIABILITY,EXPIRED,2024-02-17,2025-02-16,,,2025-02-16 10:00:00
1113,1113,1113,POL101113,WORKCOMP,CANCELLED,2024-02-18,2025-02-17,2024-08-16,Underwriting Decision,2025-02-17 10:00:00
1114,1114,1114,POL101114,AUTO,ACTIVE,2024-02-19,2025-02-18,,,2025-02-18 10:00:00
1115,1115,1115,POL101115,HOME,EXPIRED,2024-02-20,2025-02-19,,,2025-02-19 10:00:00
1116,1116,1116,POL101116,COMM,CANCELLED,2024-02-21,2025-02-20,2024-08-19,Underwriting Decision,2025-02-20 10:00:00
1117,1117,1117,POL101117,FIRE,ACTIVE,2024-02-22,2025-02-21,,,2025-02-21 10:00:00
1118,1118,1118,POL101118,MARINE,EXPIRED,2024-02-23,2025-02-22,,,2025-02-22 10:00:00
1119,1119,1119,POL101119,LIABILITY,CANCELLED,2024-02-24,2025-02-23,2024-08-22,Customer Request,2025-02-23 10:00:00
1120,1120,1120,POL101120,WORKCOMP,ACTIVE,2024-02-25,2025-02-24,,,2025-02-24 10:00:00
1121,1121,1121,POL101121,AUTO,EXPIRED,2024-02-26,2025-02-25,,,2025-02-25 10:00:00
1122,1122,1122,POL101122,HOME,CANCELLED,2024-02-27,2025-02-26,2024-08-25,Customer Request,2025-02-26 10:00:00
1123,1123,1123,POL101123,COMM,ACTIVE,2024-02-28,2025-02-27,,,2025-02-27 10:00:00
1124,1124,1124,POL101124,FIRE,EXPIRED,2024-02-29,2025-02-28,,,2025-02-28 10:00:00
1125,1125,1125,POL101125,MARINE,CANCELLED,2024-03-01,2025-03-01,2024-08-28,Non-payment,2025-03-01 10:00:00
1126,1126,1126,POL101126,LIABILITY,ACTIVE,2024-03-02,2025-03-02,,,2025-03-02 10:00:00
1127,1127,1127,POL101127,WORKCOMP,EXPIRED,2024-03-03,2025-03-03,,,2025-03-03 10:00:00
1128,1128,1128,POL101128,AUTO,CANCELLED,2024-03-04,2025-03-04,2024-08-31,Underwriting Decision,2025-03-04 10:00:00
1129,1129,1129,POL101129,HOME,ACTIVE,2024-03-05,2025-03-05,,,2025-03-05 10:00:00
1130,1130,1130,POL101130,COMM,EXPIRED,2024-03-06,2025-03-06,,,2025-03-06 10:00:00
1131,1131,1131,POL101131,FIRE,CANCELLED,2024-03-07,2025-03-07,2024-09-03,Underwriting Decision,2025-03-07 10:00:00
1132,1132,1132,POL101132,MARINE,ACTIVE,2024-03-08,2025-03-08,,,2025-03-08 10:00:00
1133,1133,1133,POL101133,LIABILITY,EXPIRED,2024-03-09,2025-03-09,,,2025-03-09 10:00:00
1134,1134,1134,POL101134,WORKCOMP,CANCELLED,2024-03-10,2025-03-10,2024-09-06,Customer Request,2025-03-10 10:00:00
1135,1135,1135,POL101135,AUTO,ACTIVE,2024-03-11,2025-03-11,,,2025-03-11 10:00:00
1136,1136,1136,POL101136,HOME,EXPIRED,2024-03-12,2025-03-12,,,2025-03-12 10:00:00
1137,1137,1137,POL101137,COMM,CANCELLED,2024-03-13,2025-03-13,2024-09-09,Non-payment,2025-03-13 10:00:00
1138,1138,1138,POL101138,FIRE,ACTIVE,2024-03-14,2025-03-14,,,2025-03-14 10:00:00
1139,1139,1139,POL101139,MARINE,EXPIRED,2024-03-15,2025-03-15,,,2025-03-15 10:00:00
1140,1140,1140,POL101140,LIABILITY,CANCELLED,2024-03-16,2025-03-16,2024-09-12,Customer Request,2025-03-16 10:00:00
1141,1141,1141,POL101141,WORKCOMP,ACTIVE,2024-03-17,2025-03-17,,,2025-03-17 10:00:00
1142,1142,1142,POL101142,AUTO,EXPIRED,2024-03-18,2025-03-18,,,2025-03-18 10:00:00
1143,1143,1143,POL101143,HOME,CANCELLED,2024-03-19,2025-03-19,2024-09-15,Customer Request,2025-03-19 10:00:00
1144,1144,1144,POL101144,COMM,ACTIVE,2024-03-20,2025-03-20,,,2025-03-20 10:00:00
1145,1145,1145,POL101145,FIRE,EXPIRED,2024-03-21,2025-03-21,,,2025-03-21 10:00:00
1146,1146,1146,POL101146,MARINE,CANCELLED,2024-03-22,2025-03-22,2024-09-18,Non-payment,2025-03-22 10:00:00
1147,1147,1147,POL101147,LIABILITY,ACTIVE,2024-03-23,2025-03-23,,,2025-03-23 10:00:00
1148,1148,1148,POL101148,WORKCOMP,EXPIRED,2024-03-24,2025-03-24,,,2025-03-24 10:00:00
1149,1149,1149,POL101149,AUTO,CANCELLED,2024-03-25,2025-03-25,2024-09-21,Underwriting Decision,2025-03-25 10:00:00
1150,1150,1150,POL101150,HOME,ACTIVE,2024-03-26,2025-03-26,,,2025-03-26 10:00:00
1151,1151,1151,POL101151,COMM,EXPIRED,2024-03-27,2025-03-27,,,2025-03-27 10:00:00
1152,1152,1152,POL101152,FIRE,CANCELLED,2024-03-28,2025-03-28,2024-09-24,Underwriting Decision,2025-03-28 10:00:00
1153,1153,1153,POL101153,MARINE,ACTIVE,2024-03-29,2025-03-29,,,2025-03-29 10:00:00
1154,1154,1154,POL101154,LIABILITY,EXPIRED,2024-03-30,2025-03-30,,,2025-03-30 10:00:00
1155,1155,1155,POL101155,WORKCOMP,CANCELLED,2024-03-31,2025-03-31,2024-09-27,Customer Request,2025-03-31 10:00:00
1156,1156,1156,POL101156,AUTO,ACTIVE,2024-04-01,2025-04-01,,,2025-04-01 10:00:00
1157,1157,1157,POL101157,HOME,EXPIRED,2024-04-02,2025-04-02,,,2025-04-02 10:00:00
1158,1158,1158,POL101158,COMM,CANCELLED,2024-04-03,2025-04-03,2024-09-30,Customer Request,2025-04-03 10:00:00
1159,1159,1159,POL101159,FIRE,ACTIVE,2024-04-04,2025-04-04,,,2025-04-04 10:00:00
1160,1160,1160,POL101160,MARINE,EXPIRED,2024-04-05,2025-04-05,,,2025-04-05 10:00:00
1161,1161,1161,POL101161,LIABILITY,CANCELLED,2024-04-06,2025-04-06,2024-10-03,Customer Request,2025-04-06 10:00:00
1162,1162,1162,POL101162,WORKCOMP,ACTIVE,2024-04-07,2025-04-07,,,2025-04-07 10:00:00
1163,1163,1163,POL101163,AUTO,EXPIRED,2024-04-08,2025-04-08,,,2025-04-08 10:00:00
1164,1164,1164,POL101164,HOME,CANCELLED,2024-04-09,2025-04-09,2024-10-06,Non-payment,2025-04-09 10:00:00
1165,1165,1165,POL101165,COMM,ACTIVE,2024-04-10,2025-04-10,,,2025-04-10 10:00:00
1166,1166,1166,POL101166,FIRE,EXPIRED,2024-04-11,2025-04-11,,,2025-04-11 10:00:00
1167,1167,1167,POL101167,MARINE,CANCELLED,2024-04-12,2025-04-12,2024-10-09,Non-payment,2025-04-12 10:00:00
1168,1168,1168,POL101168,LIABILITY,ACTIVE,2024-04-13,2025-04-13,,,2025-04-13 10:00:00
1169,1169,1169,POL101169,WORKCOMP,EXPIRED,2024-04-14,2025-04-14,,,2025-04-14 10:00:00
1170,1170,1170,POL101170,AUTO,CANCELLED,2024-04-15,2025-04-15,2024-10-12,Customer Request,2025-04-15 10:00:00
1171,1171,1171,POL101171,HOME,ACTIVE,2024-04-16,2025-04-16,,,2025-04-16 10:00:00
1172,1172,1172,POL101172,COMM,EXPIRED,2024-04-17,2025-04-17,,,2025-04-17 10:00:00
1173,1173,1173,POL101173,FIRE,CANCELLED,2024-04-18,2025-04-18,2024-10-15,Underwriting Decision,2025-04-18 10:00:00
1174,1174,1174,POL101174,MARINE,ACTIVE,2024-04-19,2025-04-19,,,2025-04-19 10:00:00
1175,1175,1175,POL101175,LIABILITY,EXPIRED,2024-04-20,2025-04-20,,,2025-04-20 10:00:00
1176,1176,1176,POL101176,WORKCOMP,CANCELLED,2024-04-21,2025-04-21,2024-10-18,Underwriting Decision,2025-04-21 10:00:00
1177,1177,1177,POL101177,AUTO,ACTIVE,2024-04-22,2025-04-22,,,2025-04-22 10:00:00
1178,1178,1178,POL101178,HOME,EXPIRED,2024-04-23,2025-04-23,,,2025-04-23 10:00:00
1179,1179,1179,POL101179,COMM,CANCELLED,2024-04-24,2025-04-24,2024-10-21,Non-payment,2025-04-24 10:00:00
1180,1180,1180,POL101180,FIRE,ACTIVE,2024-04-25,2025-04-25,,,2025-04-25 10:00:00
1181,1181,1181,POL101181,MARINE,EXPIRED,2024-04-26,2025-04-26,,,2025-04-26 10:00:00
1182,1182,1182,POL101182,LIABILITY,CANCELLED,2024-04-27,2025-04-27,2024-10-24,Non-payment,2025-04-27 10:00:00
1183,1183,1183,POL101183,WORKCOMP,ACTIVE,2024-04-28,2025-04-28,,,2025-04-28 10:00:00
1184,1184,1184,POL101184,AUTO,EXPIRED,2024-04-29,2025-04-29,,,2025-04-29 10:00:00
1185,1185,1185,POL101185,HOME,CANCELLED,2024-04-30,2025-04-30,2024-10-27,Underwriting Decision,2025-04-30 10:00:00
1186,1186,1186,POL101186,COMM,ACTIVE,2024-05-01,2025-05-01,,,2025-05-01 10:00:00
1187,1187,1187,POL101187,FIRE,EXPIRED,2024-05-02,2025-05-02,,,2025-05-02 10:00:00
1188,1188,1188,POL101188,MARINE,CANCELLED,2024-05-03,2025-05-03,2024-10-30,Non-payment,2025-05-03 10:00:00
1189,1189,1189,POL101189,LIABILITY,ACTIVE,2024-05-04,2025-05-04,,,2025-05-04 10:00:00
1190,1190,1190,POL101190,WORKCOMP,EXPIRED,2024-05-05,2025-05-05,,,2025-05-05 10:00:00
1191,1191,1191,POL101191,AUTO,CANCELLED,2024-05-06,2025-05-06,2024-11-02,Underwriting Decision,2025-05-06 10:00:00
1192,1192,1192,POL101192,HOME,ACTIVE,2024-05-07,2025-05-07,,,2025-05-07 10:00:00
1193,1193,1193,POL101193,COMM,EXPIRED,2024-05-08,2025-05-08,,,2025-05-08 10:00:00
1194,1194,1194,POL101194,FIRE,CANCELLED,2024-05-09,2025-05-09,2024-11-05,Customer Request,2025-05-09 10:00:00
1195,1195,1195,POL101195,MARINE,ACTIVE,2024-05-10,2025-05-10,,,2025-05-10 10:00:00
1196,1196,1196,POL101196,LIABILITY,EXPIRED,2024-05-11,2025-05-11,,,2025-05-11 10:00:00
1197,1197,1197,POL101197,WORKCOMP,CANCELLED,2024-05-12,2025-05-12,2024-11-08,Non-payment,2025-05-12 10:00:00
1198,1198,1198,POL101198,AUTO,ACTIVE,2024-05-13,2025-05-13,,,2025-05-13 10:00:00
1199,1199,1199,POL101199,HOME,EXPIRED,2024-05-14,2025-05-14,,,2025-05-14 10:00:00
1200,1200,1200,POL101200,COMM,CANCELLED,2024-05-15,2025-05-15,2024-11-11,Customer Request,2025-05-15 10:00:00
1201,1201,1201,POL101201,FIRE,ACTIVE,2024-05-16,2025-05-16,,,2025-05-16 10:00:00
1202,1202,1202,POL101202,MARINE,EXPIRED,2024-05-17,2025-05-17,,,2025-05-17 10:00:00
1203,1203,1203,POL101203,LIABILITY,CANCELLED,2024-05-18,2025-05-18,2024-11-14,Non-payment,2025-05-18 10:00:00
1204,1204,1204,POL101204,WORKCOMP,ACTIVE,2024-05-19,2025-05-19,,,2025-05-19 10:00:00
1205,1205,1205,POL101205,AUTO,EXPIRED,2024-05-20,2025-05-20,,,2025-05-20 10:00:00
1206,1206,1206,POL101206,HOME,CANCELLED,2024-05-21,2025-05-21,2024-11-17,Non-payment,2025-05-21 10:00:00
1207,1207,1207,POL101207,COMM,ACTIVE,2024-05-22,2025-05-22,,,2025-05-22 10:00:00
1208,1208,1208,POL101208,FIRE,EXPIRED,2024-05-23,2025-05-23,,,2025-05-23 10:00:00
1209,1209,1209,POL101209,MARINE,CANCELLED,2024-05-24,2025-05-24,2024-11-20,Customer Request,2025-05-24 10:00:00
1210,1210,1210,POL101210,LIABILITY,ACTIVE,2024-05-25,2025-05-25,,,2025-05-25 10:00:00
1211,1211,1211,POL101211,WORKCOMP,EXPIRED,2024-05-26,2025-05-26,,,2025-05-26 10:00:00
1212,1212,1212,POL101212,AUTO,CANCELLED,2024-05-27,2025-05-27,2024-11-23,Customer Request,2025-05-27 10:00:00
1213,1213,1213,POL101213,HOME,ACTIVE,2024-05-28,2025-05-28,,,2025-05-28 10:00:00
1214,1214,1214,POL101214,COMM,EXPIRED,2024-05-29,2025-05-29,,,2025-05-29 10:00:00
1215,1215,1215,POL101215,FIRE,CANCELLED,2024-05-30,2025-05-30,2024-11-26,Non-payment,2025-05-30 10:00:00
1216,1216,1216,POL101216,MARINE,ACTIVE,2024-05-31,2025-05-31,,,2025-05-31 10:00:00
1217,1217,1217,POL101217,LIABILITY,EXPIRED,2024-06-01,2025-06-01,,,2025-06-01 10:00:00
1218,1218,1218,POL101218,WORKCOMP,CANCELLED,2024-06-02,2025-06-02,2024-11-29,Customer Request,2025-06-02 10:00:00
1219,1219,1219,POL101219,AUTO,ACTIVE,2024-06-03,2025-06-03,,,2025-06-03 10:00:00
1220,1220,1220,POL101220,HOME,EXPIRED,2024-06-04,2025-06-04,,,2025-06-04 10:00:00
1221,1221,1221,POL101221,COMM,CANCELLED,2024-06-05,2025-06-05,2024-12-02,Underwriting Decision,2025-06-05 10:00:00
1222,1222,1222,POL101222,FIRE,ACTIVE,2024-06-06,2025-06-06,,,2025-06-06 10:00:00
1223,1223,1223,POL101223,MARINE,EXPIRED,2024-06-07,2025-06-07,,,2025-06-07 10:00:00
1224,1224,1224,POL101224,LIABILITY,CANCELLED,2024-06-08,2025-06-08,2024-12-05,Underwriting Decision,2025-06-08 10:00:00
1225,1225,1225,POL101225,WORKCOMP,ACTIVE,2024-06-09,2025-06-09,,,2025-06-09 10:00:00
1226,1226,1226,POL101226,AUTO,EXPIRED,2024-06-10,2025-06-10,,,2025-06-10 10:00:00
1227,1227,1227,POL101227,HOME,CANCELLED,2024-06-11,2025-06-11,2024-12-08,Customer Request,2025-06-11 10:00:00
1228,1228,1228,POL101228,COMM,ACTIVE,2024-06-12,2025-06-12,,,2025-06-12 10:00:00
1229,1229,1229,POL101229,FIRE,EXPIRED,2024-06-13,2025-06-13,,,2025-06-13 10:00:00
1230,1230,1230,POL101230,MARINE,CANCELLED,2024-06-14,2025-06-14,2024-12-11,Underwriting Decision,2025-06-14 10:00:00
1231,1231,1231,POL101231,LIABILITY,ACTIVE,2024-06-15,2025-06-15,,,2025-06-15 10:00:00
1232,1232,1232,POL101232,WORKCOMP,EXPIRED,2024-06-16,2025-06-16,,,2025-06-16 10:00:00
1233,1233,1233,POL101233,AUTO,CANCELLED,2024-06-17,2025-06-17,2024-12-14,Underwriting Decision,2025-06-17 10:00:00
1234,1234,1234,POL101234,HOME,ACTIVE,2024-06-18,2025-06-18,,,2025-06-18 10:00:00
1235,1235,1235,POL101235,COMM,EXPIRED,2024-06-19,2025-06-19,,,2025-06-19 10:00:00
1236,1236,1236,POL101236,FIRE,CANCELLED,2024-06-20,2025-06-20,2024-12-17,Underwriting Decision,2025-06-20 10:00:00
1237,1237,1237,POL101237,MARINE,ACTIVE,2024-06-21,2025-06-21,,,2025-06-21 10:00:00
1238,1238,1238,POL101238,LIABILITY,EXPIRED,2024-06-22,2025-06-22,,,2025-06-22 10:00:00
1239,1239,1239,POL101239,WORKCOMP,CANCELLED,2024-06-23,2025-06-23,2024-12-20,Non-payment,2025-06-23 10:00:00
1240,1240,1240,POL101240,AUTO,ACTIVE,2024-06-24,2025-06-24,,,2025-06-24 10:00:00
1241,1241,1241,POL101241,HOME,EXPIRED,2024-06-25,2025-06-25,,,2025-06-25 10:00:00
1242,1242,1242,POL101242,COMM,CANCELLED,2024-06-26,2025-06-26,2024-12-23,Underwriting Decision,2025-06-26 10:00:00
1243,1243,1243,POL101243,FIRE,ACTIVE,2024-06-27,2025-06-27,,,2025-06-27 10:00:00
1244,1244,1244,POL101244,MARINE,EXPIRED,2024-06-28,2025-06-28,,,2025-06-28 10:00:00
1245,1245,1245,POL101245,LIABILITY,CANCELLED,2024-06-29,2025-06-29,2024-12-26,Underwriting Decision,2025-06-29 10:00:00
1246,1246,1246,POL101246,WORKCOMP,ACTIVE,2024-06-30,2025-06-30,,,2025-06-30 10:00:00
1247,1247,1247,POL101247,AUTO,EXPIRED,2024-07-01,2025-07-01,,,2025-07-01 10:00:00
1248,1248,1248,POL101248,HOME,CANCELLED,2024-07-02,2025-07-02,2024-12-29,Customer Request,2025-07-02 10:00:00
1249,1249,1249,POL101249,COMM,ACTIVE,2024-07-03,2025-07-03,,,2025-07-03 10:00:00
1250,1250,1250,POL101250,FIRE,EXPIRED,2024-07-04,2025-07-04,,,2025-07-04 10:00:00
1251,1251,1251,POL101251,MARINE,CANCELLED,2024-07-05,2025-07-05,2025-01-01,Underwriting Decision,2025-07-05 10:00:00
1252,1252,1252,POL101252,LIABILITY,ACTIVE,2024-07-06,2025-07-06,,,2025-07-06 10:00:00
1253,1253,1253,POL101253,WORKCOMP,EXPIRED,2024-07-07,2025-07-07,,,2025-07-07 10:00:00
1254,1254,1254,POL101254,AUTO,CANCELLED,2024-07-08,2025-07-08,2025-01-04,Non-payment,2025-07-08 10:00:00
1255,1255,1255,POL101255,HOME,ACTIVE,2024-07-09,2025-07-09,,,2025-07-09 10:00:00
