location_id,policy_period_id,location_number,address_line1,address_line2,city,state_code,zip_code,country_code,occupancy_type,building_value,contents_value
1012,1012,LOC001012,212 Main Street,,Bengaluru,KA,601013,US,UNDER_CONSTRUCTION,6364360.17,3552505.15
1013,1013,LOC001013,213 Main Street,,Mumbai,MH,601014,IN,OWNER_OCCUPIED,16212635.12,4577968.81
1014,1014,LOC001014,214 Main Street,Suite 15,Hyderabad,TS,601015,US,TENANT_OCCUPIED,11466526.02,4840541.63
1015,1015,LOC001015,215 Main Street,,Vijayawada,AP,601016,IN,VACANT,11367091.78,713759.12
1016,1016,LOC001016,216 Main Street,,Kochi,KL,601017,US,UNDER_CONSTRUCTION,5235741.06,1056516.83
1017,1017,LOC001017,217 Main Street,Suite 18,Delhi,DL,601018,IN,OWNER_OCCUPIED,13110764.11,4615019.22
1018,1018,LOC001018,218 Main Street,,Ahmedabad,GJ,601019,US,TENANT_OCCUPIED,17019101.03,507696.78
1019,1019,LOC001019,219 Main Street,,Jaipur,RJ,601020,IN,VACANT,14629401.89,992884.01
1020,1020,LOC001020,220 Main Street,Suite 21,Kolkata,WB,601021,US,UNDER_CONSTRUCTION,5735000.96,3384676.01
1021,1021,LOC001021,221 Main Street,,Chennai,TN,601022,IN,OWNER_OCCUPIED,12256979.88,4374421.27
1022,1022,LOC001022,222 Main Street,,Bengaluru,KA,601023,US,TENANT_OCCUPIED,4169184.23,3820397.27
1023,1023,LOC001023,223 Main Street,Suite 24,Mumbai,MH,601024,IN,VACANT,14623952.18,2816309.86
1024,1024,LOC001024,224 Main Street,,Hyderabad,TS,601025,US,UNDER_CONSTRUCTION,9848187.03,4353895.57
1025,1025,LOC001025,225 Main Street,,Vijayawada,AP,601026,IN,OWNER_OCCUPIED,6992804.06,4787247.81
1026,1026,LOC001026,226 Main Street,Suite 27,Kochi,KL,601027,US,TENANT_OCCUPIED,799007.27,4688940.83
1027,1027,LOC001027,227 Main Street,,Delhi,DL,601028,IN,VACANT,19260512.34,630715.19
1028,1028,LOC001028,228 Main Street,,Ahmedabad,GJ,601029,US,UNDER_CONSTRUCTION,19991654.14,2420658.34
1029,1029,LOC001029,229 Main Street,Suite 30,Jaipur,RJ,601030,IN,OWNER_OCCUPIED,5230567.05,3041787.59
1030,1030,LOC001030,230 Main Street,,Kolkata,WB,601031,US,TENANT_OCCUPIED,4488006.29,4579875.97
1031,1031,LOC001031,231 Main Street,,Chennai,TN,601032,IN,VACANT,11265546.2,3888793.72
1032,1032,LOC001032,232 Main Street,Suite 33,Bengaluru,KA,601033,US,UNDER_CONSTRUCTION,7922904.02,2691568.13
1033,1033,LOC001033,233 Main Street,,Mumbai,MH,601034,IN,OWNER_OCCUPIED,7505561.33,1344730.06
1034,1034,LOC001034,234 Main Street,,Hyderabad,TS,601035,US,TENANT_OCCUPIED,10499922.53,2511522.6
1035,1035,LOC001035,235 Main Street,Suite 36,Vijayawada,AP,601036,IN,VACANT,2422860.52,4907526.36
1036,1036,LOC001036,236 Main Street,,Kochi,KL,601037,US,UNDER_CONSTRUCTION,9655063.23,4206669.35
1037,1037,LOC001037,237 Main Street,,Delhi,DL,601038,IN,OWNER_OCCUPIED,18329444.73,1884989.36
1038,1038,LOC001038,238 Main Street,Suite 39,Ahmedabad,GJ,601039,US,TENANT_OCCUPIED,8571638.33,2834497.4
1039,1039,LOC001039,239 Main Street,,Jaipur,RJ,601040,IN,VACANT,4814844.92,772317.43
1040,1040,LOC001040,240 Main Street,,Kolkata,WB,601041,US,UNDER_CONSTRUCTION,5585095.14,4677053.34
1041,1041,LOC001041,241 Main Street,Suite 42,Chennai,TN,601042,IN,OWNER_OCCUPIED,11793287.06,2117011.46
1042,1042,LOC001042,242 Main Street,,Bengaluru,KA,601043,US,TENANT_OCCUPIED,3472022.5,1682833.17
1043,1043,LOC001043,243 Main Street,,Mumbai,MH,601044,IN,VACANT,7906875.61,4175145.44
1044,1044,LOC001044,244 Main Street,Suite 45,Hyderabad,TS,601045,US,UNDER_CONSTRUCTION,10236378.91,3290309.43
1045,1045,LOC001045,245 Main Street,,Vijayawada,AP,601046,IN,OWNER_OCCUPIED,13854508.94,1323767.45
1046,1046,LOC001046,246 Main Street,,Kochi,KL,601047,US,TENANT_OCCUPIED,16521042.82,4834215.92
1047,1047,LOC001047,247 Main Street,Suite 48,Delhi,DL,601048,IN,VACANT,13013041.86,2478448.13
1048,1048,LOC001048,248 Main Street,,Ahmedabad,GJ,601049,US,UNDER_CONSTRUCTION,3780556.1,3985128.8
1049,1049,LOC001049,249 Main Street,,Jaipur,RJ,601050,IN,OWNER_OCCUPIED,3800681.36,3615551.98
1050,1050,LOC001050,250 Main Street,Suite 1,Kolkata,WB,601051,US,TENANT_OCCUPIED,10022168.26,4588651.98
1051,1051,LOC001051,251 Main Street,,Chennai,TN,601052,IN,VACANT,11071668.68,3226956.84
1052,1052,LOC001052,252 Main Street,,Bengaluru,KA,601053,US,UNDER_CONSTRUCTION,1645275.01,217427.6
1053,1053,LOC001053,253 Main Street,Suite 4,Mumbai,MH,601054,IN,OWNER_OCCUPIED,17010598.97,4728681.15
1054,1054,LOC001054,254 Main Street,,Hyderabad,TS,601055,US,TENANT_OCCUPIED,13530203.1,3833477.28
1055,1055,LOC001055,255 Main Street,,Vijayawada,AP,601056,IN,VACANT,8541648.34,4220596.35
1056,1056,LOC001056,256 Main Street,Suite 7,Kochi,KL,601057,US,UNDER_CONSTRUCTION,5012951.15,3550489.34
1057,1057,LOC001057,257 Main Street,,Delhi,DL,601058,IN,OWNER_OCCUPIED,678258.5,2553377.95
1058,1058,LOC001058,258 Main Street,,Ahmedabad,GJ,601059,US,TENANT_OCCUPIED,7777413.51,3108284.42
1059,1059,LOC001059,259 Main Street,Suite 10,Jaipur,RJ,601060,IN,VACANT,13501717.23,3101770.84
1060,1060,LOC001060,260 Main Street,,Kolkata,WB,601061,US,UNDER_CONSTRUCTION,9922481.0,2464879.2
1061,1061,LOC001061,261 Main Street,,Chennai,TN,601062,IN,OWNER_OCCUPIED,628940.96,2780635.63
1062,1062,LOC001062,262 Main Street,Suite 13,Bengaluru,KA,601063,US,TENANT_OCCUPIED,731093.88,2670617.35
1063,1063,LOC001063,263 Main Street,,Mumbai,MH,601064,IN,VACANT,5857444.38,4888522.77
1064,1064,LOC001064,264 Main Street,,Hyderabad,TS,601065,US,UNDER_CONSTRUCTION,834280.65,4075128.24
1065,1065,LOC001065,265 Main Street,Suite 16,Vijayawada,AP,601066,IN,OWNER_OCCUPIED,13643642.57,4040530.11
1066,1066,LOC001066,266 Main Street,,Kochi,KL,601067,US,TENANT_OCCUPIED,18240580.64,579731.32
1067,1067,LOC001067,267 Main Street,,Delhi,DL,601068,IN,VACANT,2378120.86,787042.55
1068,1068,LOC001068,268 Main Street,Suite 19,Ahmedabad,GJ,601069,US,UNDER_CONSTRUCTION,4242675.11,2655957.13
1069,1069,LOC001069,269 Main Street,,Jaipur,RJ,601070,IN,OWNER_OCCUPIED,16396680.62,1373257.45
1070,1070,LOC001070,270 Main Street,,Kolkata,WB,601071,US,TENANT_OCCUPIED,8239480.24,1896605.34
1071,1071,LOC001071,271 Main Street,Suite 22,Chennai,TN,601072,IN,VACANT,8417534.49,2846760.8
1072,1072,LOC001072,272 Main Street,,Bengaluru,KA,601073,US,UNDER_CONSTRUCTION,19809544.12,1167993.4
1073,1073,LOC001073,273 Main Street,,Mumbai,MH,601074,IN,OWNER_OCCUPIED,13838811.7,4246942.16
1074,1074,LOC001074,274 Main Street,Suite 25,Hyderabad,TS,601075,US,TENANT_OCCUPIED,13247846.53,4298184.84
1075,1075,LOC001075,275 Main Street,,Vijayawada,AP,601076,IN,VACANT,15311924.08,512827.5
1076,1076,LOC001076,276 Main Street,,Kochi,KL,601077,US,UNDER_CONSTRUCTION,7895648.43,2785872.13
1077,1077,LOC001077,277 Main Street,Suite 28,Delhi,DL,601078,IN,OWNER_OCCUPIED,1594241.31,96778.35
1078,1078,LOC001078,278 Main Street,,Ahmedabad,GJ,601079,US,TENANT_OCCUPIED,3841979.72,2524299.05
1079,1079,LOC001079,279 Main Street,,Jaipur,RJ,601080,IN,VACANT,8961238.21,3932662.74
1080,1080,LOC001080,280 Main Street,Suite 31,Kolkata,WB,601081,US,UNDER_CONSTRUCTION,11534204.25,4296903.55
1081,1081,LOC001081,281 Main Street,,Chennai,TN,601082,IN,OWNER_OCCUPIED,2359555.79,2664387.97
1082,1082,LOC001082,282 Main Street,,Bengaluru,KA,601083,US,TENANT_OCCUPIED,1329759.27,1096514.43
1083,1083,LOC001083,283 Main Street,Suite 34,Mumbai,MH,601084,IN,VACANT,17428279.37,4443393.82
1084,1084,LOC001084,284 Main Street,,Hyderabad,TS,601085,US,UNDER_CONSTRUCTION,9772255.61,280481.76
1085,1085,LOC001085,285 Main Street,,Vijayawada,AP,601086,IN,OWNER_OCCUPIED,1949787.17,4631644.81
1086,1086,LOC001086,286 Main Street,Suite 37,Kochi,KL,601087,US,TENANT_OCCUPIED,18036577.19,2839373.83
1087,1087,LOC001087,287 Main Street,,Delhi,DL,601088,IN,VACANT,1141584.71,4647393.49
1088,1088,LOC001088,288 Main Street,,Ahmedabad,GJ,601089,US,UNDER_CONSTRUCTION,6632451.52,4809272.49
1089,1089,LOC001089,289 Main Street,Suite 40,Jaipur,RJ,601090,IN,OWNER_OCCUPIED,11947204.03,3773659.63
1090,1090,LOC001090,290 Main Street,,Kolkata,WB,601091,US,TENANT_OCCUPIED,14397872.3,2021565.3
1091,1091,LOC001091,291 Main Street,,Chennai,TN,601092,IN,VACANT,2000281.08,854128.74
1092,1092,LOC001092,292 Main Street,Suite 43,Bengaluru,KA,601093,US,UNDER_CONSTRUCTION,5189207.79,4181520.27
1093,1093,LOC001093,293 Main Street,,Mumbai,MH,601094,IN,OWNER_OCCUPIED,8088553.84,4487802.55
1094,1094,LOC001094,294 Main Street,,Hyderabad,TS,601095,US,TENANT_OCCUPIED,6968731.87,3790265.86
1095,1095,LOC001095,295 Main Street,Suite 46,Vijayawada,AP,601096,IN,VACANT,3229036.59,4942965.89
1096,1096,LOC001096,296 Main Street,,Kochi,KL,601097,US,UNDER_CONSTRUCTION,14621189.62,2528924.62
1097,1097,LOC001097,297 Main Street,,Delhi,DL,601098,IN,OWNER_OCCUPIED,19499304.89,315797.34
1098,1098,LOC001098,298 Main Street,Suite 49,Ahmedabad,GJ,601099,US,TENANT_OCCUPIED,9023220.93,4201439.56
1099,1099,LOC001099,299 Main Street,,Jaipur,RJ,601100,IN,VACANT,7141558.56,3856577.98
1100,1100,LOC001100,300 Main Street,,Kolkata,WB,601101,US,UNDER_CONSTRUCTION,19119738.74,2013680.09
1101,1101,LOC001101,301 Main Street,Suite 2,Chennai,TN,601102,IN,OWNER_OCCUPIED,15584320.86,196647.01
1102,1102,LOC001102,302 Main Street,,Bengaluru,KA,601103,US,TENANT_OCCUPIED,5829877.06,4963300.1
1103,1103,LOC001103,303 Main Street,,Mumbai,MH,601104,IN,VACANT,10066767.39,1811265.43
1104,1104,LOC001104,304 Main Street,Suite 5,Hyderabad,TS,601105,US,UNDER_CONSTRUCTION,18852285.48,2187647.33
1105,1105,LOC001105,305 Main Street,,Vijayawada,AP,601106,IN,OWNER_OCCUPIED,13754049.73,3320325.94
1106,1106,LOC001106,306 Main Street,,Kochi,KL,601107,US,TENANT_OCCUPIED,2171035.29,3112148.66
1107,1107,LOC001107,307 Main Street,Suite 8,Delhi,DL,601108,IN,VACANT,16062075.89,3579887.24
1108,1108,LOC001108,308 Main Street,,Ahmedabad,GJ,601109,US,UNDER_CONSTRUCTION,2099741.19,813393.77
1109,1109,LOC001109,309 Main Street,,Jaipur,RJ,601110,IN,OWNER_OCCUPIED,14377704.52,3187809.37
1110,1110,LOC001110,310 Main Street,Suite 11,Kolkata,WB,601111,US,TENANT_OCCUPIED,14923278.14,1617557.23
1111,1111,LOC001111,311 Main Street,,Chennai,TN,601112,IN,VACANT,2577742.9,75716.35
1112,1112,LOC001112,312 Main Street,,Bengaluru,KA,601113,US,UNDER_CONSTRUCTION,6511215.38,1831591.61
1113,1113,LOC001113,313 Main Street,Suite 14,Mumbai,MH,601114,IN,OWNER_OCCUPIED,5760445.64,705909.67
1114,1114,LOC001114,314 Main Street,,Hyderabad,TS,601115,US,TENANT_OCCUPIED,4154139.78,2271776.2
1115,1115,LOC001115,315 Main Street,,Vijayawada,AP,601116,IN,VACANT,11317430.01,2069818.67
1116,1116,LOC001116,316 Main Street,Suite 17,Kochi,KL,601117,US,UNDER_CONSTRUCTION,1012107.13,1801875.72
1117,1117,LOC001117,317 Main Street,,Delhi,DL,601118,IN,OWNER_OCCUPIED,2314753.08,3010316.8
1118,1118,LOC001118,318 Main Street,,Ahmedabad,GJ,601119,US,TENANT_OCCUPIED,6826391.45,1956927.69
1119,1119,LOC001119,319 Main Street,Suite 20,Jaipur,RJ,601120,IN,VACANT,6191023.35,1969607.82
1120,1120,LOC001120,320 Main Street,,Kolkata,WB,601121,US,UNDER_CONSTRUCTION,2151640.58,4510623.42
1121,1121,LOC001121,321 Main Street,,Chennai,TN,601122,IN,OWNER_OCCUPIED,18151547.7,4891956.67
1122,1122,LOC001122,322 Main Street,Suite 23,Bengaluru,KA,601123,US,TENANT_OCCUPIED,11653228.4,889435.47
1123,1123,LOC001123,323 Main Street,,Mumbai,MH,601124,IN,VACANT,7924274.46,737258.29
1124,1124,LOC001124,324 Main Street,,Hyderabad,TS,601125,US,UNDER_CONSTRUCTION,6372059.67,2490963.51
1125,1125,LOC001125,325 Main Street,Suite 26,Vijayawada,AP,601126,IN,OWNER_OCCUPIED,1733709.43,2201647.53
1126,1126,LOC001126,326 Main Street,,Kochi,KL,601127,US,TENANT_OCCUPIED,8711495.63,2446945.0
1127,1127,LOC001127,327 Main Street,,Delhi,DL,601128,IN,VACANT,1999966.55,1295913.7
1128,1128,LOC001128,328 Main Street,Suite 29,Ahmedabad,GJ,601129,US,UNDER_CONSTRUCTION,5308506.33,3143916.75
1129,1129,LOC001129,329 Main Street,,Jaipur,RJ,601130,IN,OWNER_OCCUPIED,12079224.76,1017963.71
1130,1130,LOC001130,330 Main Street,,Kolkata,WB,601131,US,TENANT_OCCUPIED,2585961.17,1558057.08
1131,1131,LOC001131,331 Main Street,Suite 32,Chennai,TN,601132,IN,VACANT,19002057.52,1694475.22
1132,1132,LOC001132,332 Main Street,,Bengaluru,KA,601133,US,UNDER_CONSTRUCTION,12593747.66,4030178.49
1133,1133,LOC001133,333 Main Street,,Mumbai,MH,601134,IN,OWNER_OCCUPIED,6926063.47,1706944.31
1134,1134,LOC001134,334 Main Street,Suite 35,Hyderabad,TS,601135,US,TENANT_OCCUPIED,16401771.67,4304566.91
1135,1135,LOC001135,335 Main Street,,Vijayawada,AP,601136,IN,VACANT,19497394.84,723816.13
1136,1136,LOC001136,336 Main Street,,Kochi,KL,601137,US,UNDER_CONSTRUCTION,6752970.53,4739030.66
1137,1137,LOC001137,337 Main Street,Suite 38,Delhi,DL,601138,IN,OWNER_OCCUPIED,4416604.03,1605207.24
1138,1138,LOC001138,338 Main Street,,Ahmedabad,GJ,601139,US,TENANT_OCCUPIED,19309205.15,4845189.85
1139,1139,LOC001139,339 Main Street,,Jaipur,RJ,601140,IN,VACANT,6183238.96,3490040.95
1140,1140,LOC001140,340 Main Street,Suite 41,Kolkata,WB,601141,US,UNDER_CONSTRUCTION,10074642.6,2900602.44
1141,1141,LOC001141,341 Main Street,,Chennai,TN,601142,IN,OWNER_OCCUPIED,5227273.79,1911473.75
1142,1142,LOC001142,342 Main Street,,Bengaluru,KA,601143,US,TENANT_OCCUPIED,16421643.05,1995028.89
1143,1143,LOC001143,343 Main Street,Suite 44,Mumbai,MH,601144,IN,VACANT,2720812.56,2841060.02
1144,1144,LOC001144,344 Main Street,,Hyderabad,TS,601145,US,UNDER_CONSTRUCTION,12048427.17,2750863.97
1145,1145,LOC001145,345 Main Street,,Vijayawada,AP,601146,IN,OWNER_OCCUPIED,13793396.35,2772990.83
1146,1146,LOC001146,346 Main Street,Suite 47,Kochi,KL,601147,US,TENANT_OCCUPIED,19083589.92,2335030.0
1147,1147,LOC001147,347 Main Street,,Delhi,DL,601148,IN,VACANT,14313157.5,2220352.02
1148,1148,LOC001148,348 Main Street,,Ahmedabad,GJ,601149,US,UNDER_CONSTRUCTION,6180958.56,3479534.63
1149,1149,LOC001149,349 Main Street,Suite 50,Jaipur,RJ,601150,IN,OWNER_OCCUPIED,16469828.58,3988501.34
1150,1150,LOC001150,350 Main Street,,Kolkata,WB,601151,US,TENANT_OCCUPIED,8478261.01,2521550.92
1151,1151,LOC001151,351 Main Street,,Chennai,TN,601152,IN,VACANT,12850052.77,1248004.78
1152,1152,LOC001152,352 Main Street,Suite 3,Bengaluru,KA,601153,US,UNDER_CONSTRUCTION,13343927.89,3590420.14
1153,1153,LOC001153,353 Main Street,,Mumbai,MH,601154,IN,OWNER_OCCUPIED,15886996.88,416127.42
1154,1154,LOC001154,354 Main Street,,Hyderabad,TS,601155,US,TENANT_OCCUPIED,19818661.98,2422211.76
1155,1155,LOC001155,355 Main Street,Suite 6,Vijayawada,AP,601156,IN,VACANT,8315699.4,2557732.58
1156,1156,LOC001156,356 Main Street,,Kochi,KL,601157,US,UNDER_CONSTRUCTION,18447647.6,3473958.89
1157,1157,LOC001157,357 Main Street,,Delhi,DL,601158,IN,OWNER_OCCUPIED,11101081.47,3964068.54
1158,1158,LOC001158,358 Main Street,Suite 9,Ahmedabad,GJ,601159,US,TENANT_OCCUPIED,7510825.11,4482732.5
1159,1159,LOC001159,359 Main Street,,Jaipur,RJ,601160,IN,VACANT,10969666.73,3208992.82
1160,1160,LOC001160,360 Main Street,,Kolkata,WB,601161,US,UNDER_CONSTRUCTION,2157147.71,3856322.54
1161,1161,LOC001161,361 Main Street,Suite 12,Chennai,TN,601162,IN,OWNER_OCCUPIED,13323232.07,1807293.66
1162,1162,LOC001162,362 Main Street,,Bengaluru,KA,601163,US,TENANT_OCCUPIED,13116497.04,269268.63
1163,1163,LOC001163,363 Main Street,,Mumbai,MH,601164,IN,VACANT,19680360.02,3403485.88
1164,1164,LOC001164,364 Main Street,Suite 15,Hyderabad,TS,601165,US,UNDER_CONSTRUCTION,8292546.05,3775779.75
1165,1165,LOC001165,365 Main Street,,Vijayawada,AP,601166,IN,OWNER_OCCUPIED,19331477.17,2180754.94
1166,1166,LOC001166,366 Main Street,,Kochi,KL,601167,US,TENANT_OCCUPIED,705681.57,1330754.93
1167,1167,LOC001167,367 Main Street,Suite 18,Delhi,DL,601168,IN,VACANT,10458186.69,2618048.95
1168,1168,LOC001168,368 Main Street,,Ahmedabad,GJ,601169,US,UNDER_CONSTRUCTION,11820106.76,2897415.22
1169,1169,LOC001169,369 Main Street,,Jaipur,RJ,601170,IN,OWNER_OCCUPIED,9192681.75,1986114.13
1170,1170,LOC001170,370 Main Street,Suite 21,Kolkata,WB,601171,US,TENANT_OCCUPIED,15560673.53,2963520.28
1171,1171,LOC001171,371 Main Street,,Chennai,TN,601172,IN,VACANT,10259082.74,1757588.57
1172,1172,LOC001172,372 Main Street,,Bengaluru,KA,601173,US,UNDER_CONSTRUCTION,978971.73,567519.32
1173,1173,LOC001173,373 Main Street,Suite 24,Mumbai,MH,601174,IN,OWNER_OCCUPIED,8611520.86,4810552.94
1174,1174,LOC001174,374 Main Street,,Hyderabad,TS,601175,US,TENANT_OCCUPIED,2763352.09,4706346.98
1175,1175,LOC001175,375 Main Street,,Vijayawada,AP,601176,IN,VACANT,3262665.95,1593857.2
1176,1176,LOC001176,376 Main Street,Suite 27,Kochi,KL,601177,US,UNDER_CONSTRUCTION,9378986.39,1073993.26
1177,1177,LOC001177,377 Main Street,,Delhi,DL,601178,IN,OWNER_OCCUPIED,9917056.98,2407004.53
1178,1178,LOC001178,378 Main Street,,Ahmedabad,GJ,601179,US,TENANT_OCCUPIED,9044235.8,3498978.16
1179,1179,LOC001179,379 Main Street,Suite 30,Jaipur,RJ,601180,IN,VACANT,6718734.75,1536307.21
1180,1180,LOC001180,380 Main Street,,Kolkata,WB,601181,US,UNDER_CONSTRUCTION,16298625.77,619672.07
1181,1181,LOC001181,381 Main Street,,Chennai,TN,601182,IN,OWNER_OCCUPIED,17059010.16,3257451.09
1182,1182,LOC001182,382 Main Street,Suite 33,Bengaluru,KA,601183,US,TENANT_OCCUPIED,13704216.99,863552.76
1183,1183,LOC001183,383 Main Street,,Mumbai,MH,601184,IN,VACANT,19686059.18,1257369.09
1184,1184,LOC001184,384 Main Street,,Hyderabad,TS,601185,US,UNDER_CONSTRUCTION,3901838.04,842671.77
1185,1185,LOC001185,385 Main Street,Suite 36,Vijayawada,AP,601186,IN,OWNER_OCCUPIED,11417054.57,4794389.98
1186,1186,LOC001186,386 Main Street,,Kochi,KL,601187,US,TENANT_OCCUPIED,5021183.17,2054984.81
1187,1187,LOC001187,387 Main Street,,Delhi,DL,601188,IN,VACANT,4096809.62,3220370.44
1188,1188,LOC001188,388 Main Street,Suite 39,Ahmedabad,GJ,601189,US,UNDER_CONSTRUCTION,8926621.82,194501.76
1189,1189,LOC001189,389 Main Street,,Jaipur,RJ,601190,IN,OWNER_OCCUPIED,12475085.28,1026755.96
1190,1190,LOC001190,390 Main Street,,Kolkata,WB,601191,US,TENANT_OCCUPIED,12047961.59,1974737.11
1191,1191,LOC001191,391 Main Street,Suite 42,Chennai,TN,601192,IN,VACANT,14242344.51,1068633.17
1192,1192,LOC001192,392 Main Street,,Bengaluru,KA,601193,US,UNDER_CONSTRUCTION,15170347.16,4053212.45
1193,1193,LOC001193,393 Main Street,,Mumbai,MH,601194,IN,OWNER_OCCUPIED,1719993.15,553672.64
1194,1194,LOC001194,394 Main Street,Suite 45,Hyderabad,TS,601195,US,TENANT_OCCUPIED,17503596.94,975451.19
1195,1195,LOC001195,395 Main Street,,Vijayawada,AP,601196,IN,VACANT,6856705.78,2314874.59
1196,1196,LOC001196,396 Main Street,,Kochi,KL,601197,US,UNDER_CONSTRUCTION,5615891.21,4320050.91
1197,1197,LOC001197,397 Main Street,Suite 48,Delhi,DL,601198,IN,OWNER_OCCUPIED,10790442.88,3213587.5
1198,1198,LOC001198,398 Main Street,,Ahmedabad,GJ,601199,US,TENANT_OCCUPIED,12140931.17,3075976.68
1199,1199,LOC001199,399 Main Street,,Jaipur,RJ,601200,IN,VACANT,11946591.93,1772226.96
1200,1200,LOC001200,400 Main Street,Suite 1,Kolkata,WB,601201,US,UNDER_CONSTRUCTION,16987597.15,3105945.26
1201,1201,LOC001201,401 Main Street,,Chennai,TN,601202,IN,OWNER_OCCUPIED,16367895.96,3544642.39
1202,1202,LOC001202,402 Main Street,,Bengaluru,KA,601203,US,TENANT_OCCUPIED,6300174.28,3091698.35
1203,1203,LOC001203,403 Main Street,Suite 4,Mumbai,MH,601204,IN,VACANT,2152663.39,713041.46
1204,1204,LOC001204,404 Main Street,,Hyderabad,TS,601205,US,UNDER_CONSTRUCTION,2798302.23,1561631.01
1205,1205,LOC001205,405 Main Street,,Vijayawada,AP,601206,IN,OWNER_OCCUPIED,4069368.11,3482510.88
1206,1206,LOC001206,406 Main Street,Suite 7,Kochi,KL,601207,US,TENANT_OCCUPIED,10461084.95,2120283.58
1207,1207,LOC001207,407 Main Street,,Delhi,DL,601208,IN,VACANT,3188412.32,1949364.32
1208,1208,LOC001208,408 Main Street,,Ahmedabad,GJ,601209,US,UNDER_CONSTRUCTION,4122197.14,3195733.13
1209,1209,LOC001209,409 Main Street,Suite 10,Jaipur,RJ,601210,IN,OWNER_OCCUPIED,14021942.07,3244037.47
1210,1210,LOC001210,410 Main Street,,Kolkata,WB,601211,US,TENANT_OCCUPIED,19998041.27,2796817.25
1211,1211,LOC001211,411 Main Street,,Chennai,TN,601212,IN,VACANT,10048019.51,744467.85
1212,1212,LOC001212,412 Main Street,Suite 13,Bengaluru,KA,601213,US,UNDER_CONSTRUCTION,6634310.29,2282454.81
1213,1213,LOC001213,413 Main Street,,Mumbai,MH,601214,IN,OWNER_OCCUPIED,1545419.62,1827243.9
1214,1214,LOC001214,414 Main Street,,Hyderabad,TS,601215,US,TENANT_OCCUPIED,686877.07,725846.84
1215,1215,LOC001215,415 Main Street,Suite 16,Vijayawada,AP,601216,IN,VACANT,16396710.84,4820953.99
1216,1216,LOC001216,416 Main Street,,Kochi,KL,601217,US,UNDER_CONSTRUCTION,10356041.38,2500100.75
1217,1217,LOC001217,417 Main Street,,Delhi,DL,601218,IN,OWNER_OCCUPIED,13851585.08,2107370.65
1218,1218,LOC001218,418 Main Street,Suite 19,Ahmedabad,GJ,601219,US,TENANT_OCCUPIED,16877890.14,2469062.58
1219,1219,LOC001219,419 Main Street,,Jaipur,RJ,601220,IN,VACANT,2112077.2,202760.49
1220,1220,LOC001220,420 Main Street,,Kolkata,WB,601221,US,UNDER_CONSTRUCTION,15340604.06,1495845.05
1221,1221,LOC001221,421 Main Street,Suite 22,Chennai,TN,601222,IN,OWNER_OCCUPIED,5859631.91,2711162.66
1222,1222,LOC001222,422 Main Street,,Bengaluru,KA,601223,US,TENANT_OCCUPIED,3780075.06,2313740.87
1223,1223,LOC001223,423 Main Street,,Mumbai,MH,601224,IN,VACANT,14979105.91,3841301.8
1224,1224,LOC001224,424 Main Street,Suite 25,Hyderabad,TS,601225,US,UNDER_CONSTRUCTION,11219660.6,610394.43
1225,1225,LOC001225,425 Main Street,,Vijayawada,AP,601226,IN,OWNER_OCCUPIED,2727029.7,3886809.49
1226,1226,LOC001226,426 Main Street,,Kochi,KL,601227,US,TENANT_OCCUPIED,16554014.76,1865965.77
1227,1227,LOC001227,427 Main Street,Suite 28,Delhi,DL,601228,IN,VACANT,16540913.09,255972.09
1228,1228,LOC001228,428 Main Street,,Ahmedabad,GJ,601229,US,UNDER_CONSTRUCTION,14520114.7,2754448.71
1229,1229,LOC001229,429 Main Street,,Jaipur,RJ,601230,IN,OWNER_OCCUPIED,19800626.69,556961.37
1230,1230,LOC001230,430 Main Street,Suite 31,Kolkata,WB,601231,US,TENANT_OCCUPIED,16686378.97,3769160.2
1231,1231,LOC001231,431 Main Street,,Chennai,TN,601232,IN,VACANT,6305324.23,4996597.71
1232,1232,LOC001232,432 Main Street,,Bengaluru,KA,601233,US,UNDER_CONSTRUCTION,9269780.69,1775456.04
1233,1233,LOC001233,433 Main Street,Suite 34,Mumbai,MH,601234,IN,OWNER_OCCUPIED,16426207.41,2223396.02
1234,1234,LOC001234,434 Main Street,,Hyderabad,TS,601235,US,TENANT_OCCUPIED,19882174.84,3889376.67
1235,1235,LOC001235,435 Main Street,,Vijayawada,AP,601236,IN,VACANT,5120448.08,4062978.45
1236,1236,LOC001236,436 Main Street,Suite 37,Kochi,KL,601237,US,UNDER_CONSTRUCTION,11964515.99,1785622.66
1237,1237,LOC001237,437 Main Street,,Delhi,DL,601238,IN,OWNER_OCCUPIED,14359702.21,3182214.62
1238,1238,LOC001238,438 Main Street,,Ahmedabad,GJ,601239,US,TENANT_OCCUPIED,3736641.54,739213.08
1239,1239,LOC001239,439 Main Street,Suite 40,Jaipur,RJ,601240,IN,VACANT,4529083.3,1074366.47
1240,1240,LOC001240,440 Main Street,,Kolkata,WB,601241,US,UNDER_CONSTRUCTION,1657477.76,1786536.62
1241,1241,LOC001241,441 Main Street,,Chennai,TN,601242,IN,OWNER_OCCUPIED,5981157.87,2716904.3
1242,1242,LOC001242,442 Main Street,Suite 43,Bengaluru,KA,601243,US,TENANT_OCCUPIED,6811245.51,3535066.12
1243,1243,LOC001243,443 Main Street,,Mumbai,MH,601244,IN,VACANT,6141998.25,1373348.18
